pl_hostname,hd_name,hip_name,pl_pnum,pl_letter
Kepler-1389,,,1,b
Kepler-1390,,,1,b
Kepler-1391,,,1,b
Kepler-1392,,,1,b
Kepler-1393,,,1,b
Kepler-1394,,,1,b
Kepler-1395,,,1,b
Kepler-1396,,,1,b
Kepler-1397,,,1,b
Kepler-1398,,,2,b
Kepler-1398,,,2,c
Kepler-1399,,,1,b
Kepler-1400,,,1,b
Kepler-1401,,,1,b
Kepler-1402,,,1,b
Kepler-1403,,,1,b
Kepler-1404,,,1,b
Kepler-1405,,,1,b
Kepler-1406,,,1,b
Kepler-1407,,,1,b
Kepler-219,,,3,c
Kepler-219,,,3,d
Kepler-220,,,4,b
Kepler-220,,,4,c
Kepler-220,,,4,d
Kepler-220,,,4,e
Kepler-221,,,4,c
Kepler-221,,,4,d
Kepler-221,,,4,e
Kepler-222,,,3,b
Kepler-222,,,3,d
Kepler-223,,,4,b
Kepler-223,,,4,c
Kepler-223,,,4,e
Kepler-224,,,4,b
Kepler-224,,,4,c
Kepler-224,,,4,e
Kepler-225,,,2,b
Kepler-225,,,2,c
Kepler-226,,,3,b
Kepler-226,,,3,d
Kepler-227,,,2,b
Kepler-227,,,2,c
Kepler-228,,,3,c
Kepler-228,,,3,d
Kepler-221,,,4,b
Kepler-222,,,3,c
Kepler-223,,,4,d
Kepler-224,,,4,d
Kepler-226,,,3,c
Kepler-228,,,3,b
Kepler-229,,,3,c
Kepler-23,,,3,c
Kepler-231,,,2,b
Kepler-233,,,2,c
Kepler-235,,,4,c
Kepler-236,,,2,c
Kepler-24,,,4,d
HATS-17,,,1,b
TRAPPIST-1,,,3,b
TRAPPIST-1,,,3,c
TRAPPIST-1,,,3,d
K2-34,,,1,b
Kepler-461,,,1,b
Kepler-1408,,,1,b
Kepler-1409,,,1,b
Kepler-1410,,,1,b
Kepler-1411,,,1,b
Kepler-1412,,,1,b
Kepler-1413,,,1,b
Kepler-1414,,,1,b
Kepler-1415,,,1,b
Kepler-1416,,,1,b
Kepler-1417,,,1,b
Kepler-1418,,,1,b
Kepler-1419,,,1,b
Kepler-1420,,,1,b
Kepler-1421,,,1,b
Kepler-1422,,,1,b
Kepler-1423,,,1,b
Kepler-1424,,,1,b
Kepler-1425,,,1,b
Kepler-1426,,,1,b
Kepler-1427,,,1,b
WASP-76,,,1,b
WASP-90,,,1,b
Kepler-954,,,1,b
Kepler-955,,,1,b
Kepler-956,,,1,b
Kepler-957,,,1,b
Kepler-958,,,1,b
Kepler-959,,,1,b
Kepler-960,,,1,b
Kepler-961,,,1,b
Kepler-962,,,1,b
Kepler-229,,,3,b
Kepler-229,,,3,d
Kepler-230,,,2,b
Kepler-230,,,2,c
Kepler-231,,,2,c
Kepler-232,,,2,b
Kepler-232,,,2,c
Kepler-233,,,2,b
Kepler-234,,,2,b
Kepler-234,,,2,c
Kepler-235,,,4,b
Kepler-235,,,4,d
Kepler-235,,,4,e
Kepler-236,,,2,b
Kepler-237,,,2,b
K2-4,,,1,b
K2-5,,,2,b
K2-5,,,2,c
K2-6,,,1,b
K2-7,,,1,b
K2-8,,,2,b
K2-9,,,1,b
K2-19,,,3,b
K2-19,,,3,c
K2-10,,,1,b
K2-11,,,1,b
K2-12,,,1,b
K2-14,,,1,b
Kepler-462,,,1,b
Kepler-463,,,1,b
Kepler-464,,,1,b
Kepler-465,,,1,b
Kepler-466,,,2,b
Kepler-466,,,2,c
Kepler-467,,,1,b
Kepler-468,,,1,b
Kepler-470,,,1,b
Kepler-471,,,1,b
Kepler-472,,,1,b
Kepler-473,,,1,b
Kepler-474,,,1,b
Kepler-475,,,1,b
Kepler-476,,,1,b
Kepler-477,,,1,b
Kepler-478,,,1,b
Kepler-479,,,1,b
Kepler-480,,,1,b
Kepler-481,,,1,b
Kepler-482,,,1,b
Kepler-483,,,1,b
KIC 9663113,,,2,c
Kepler-484,,,1,b
Kepler-485,,,1,b
Kepler-486,,,1,b
Kepler-487,,,2,b
Kepler-487,,,2,c
Kepler-488,,,1,b
Kepler-489,,,1,b
Kepler-965,,,1,b
Kepler-966,,,1,b
Kepler-967,,,2,b
Kepler-963,,,1,b
Kepler-967,,,2,c
Kepler-964,,,1,b
Kepler-968,,,2,b
Kepler-968,,,2,c
Kepler-969,,,2,b
Kepler-969,,,2,c
Kepler-970,,,1,b
Kepler-971,,,1,b
Kepler-972,,,1,b
Kepler-973,,,1,b
Kepler-974,,,1,b
Kepler-975,,,1,b
Kepler-976,,,1,b
Kepler-977,,,1,b
Kepler-978,,,1,b
Kepler-979,,,1,b
Kepler-980,,,1,b
Kepler-981,,,1,b
Kepler-982,,,1,b
Kepler-983,,,1,b
Kepler-984,,,1,b
Kepler-985,,,1,b
Kepler-986,,,1,b
Kepler-987,,,1,b
Kepler-988,,,1,b
Kepler-989,,,1,b
K2-15,,,1,b
K2-16,,,2,b
K2-16,,,2,c
K2-17,,,1,b
K2-18,,,1,b
WASP-135,,,1,b
LkCa 15,,,2,b
LkCa 15,,,2,c
Kepler-454,,,2,b
Kepler-454,,,2,c
Kepler-1111,,,1,b
Kepler-1112,,,1,b
Kepler-1113,,,1,b
Kepler-1114,,,1,b
Kepler-1115,,,1,b
Kepler-1116,,,1,b
Kepler-1117,,,1,b
Kepler-1118,,,1,b
Kepler-1119,,,1,b
Kepler-1120,,,1,b
Kepler-1121,,,1,b
Kepler-1122,,,1,b
Kepler-1123,,,1,b
Kepler-1124,,,1,b
Kepler-1125,,,1,b
Kepler-1126,,,1,b
Kepler-1127,,,1,b
Kepler-1128,,,1,b
Kepler-1129,,,2,b
Kepler-490,,,1,b
Kepler-491,,,1,b
Kepler-492,,,1,b
Kepler-493,,,1,b
Kepler-494,,,1,b
Kepler-495,,,1,b
Kepler-496,,,1,b
Kepler-497,,,1,b
Kepler-498,,,1,b
Kepler-499,,,1,b
Kepler-500,,,1,b
Kepler-501,,,1,b
Kepler-502,,,1,b
Kepler-503,,,1,b
Kepler-504,,,1,b
Kepler-505,,,1,b
Kepler-506,,,1,b
Kepler-157,,,3,d
Kepler-555,,,1,b
Kepler-556,,,1,b
Kepler-557,,,1,b
Kepler-558,,,1,b
Kepler-559,,,1,b
Kepler-560,,,1,b
Kepler-561,,,2,b
Kepler-561,,,2,c
Kepler-562,,,1,b
Kepler-563,,,1,b
Kepler-564,,,1,b
Kepler-565,,,1,b
Kepler-566,,,1,b
Kepler-990,,,2,b
Kepler-990,,,2,c
Kepler-991,,,1,b
Kepler-992,,,1,b
Kepler-993,,,1,b
Kepler-994,,,1,b
Kepler-995,,,1,b
Kepler-996,,,1,b
Kepler-997,,,1,b
Kepler-998,,,1,b
Kepler-999,,,1,b
Kepler-1000,,,1,b
Kepler-1001,,,1,b
Kepler-1002,,,1,b
Kepler-1003,,,1,b
Kepler-1004,,,1,b
Kepler-1005,,,1,b
Kepler-1006,,,1,b
Kepler-1007,,,1,b
Kepler-1008,,,1,b
Kepler-1009,,,1,b
Kepler-1010,,,1,b
Kepler-1011,,,1,b
Kepler-1012,,,1,b
Kepler-1013,,,1,b
Kepler-1014,,,1,b
Kepler-1015,,,1,b
Kepler-1016,,,2,b
Kepler-1016,,,2,c
Kepler-1017,,,1,b
Kepler-1130,,,1,b
Kepler-1129,,,2,c
Kepler-1131,,,1,b
Kepler-1132,,,1,b
Kepler-1133,,,1,b
Kepler-1134,,,1,b
Kepler-1135,,,1,b
Kepler-1136,,,1,b
Kepler-1137,,,1,b
Kepler-1138,,,1,b
Kepler-1139,,,1,b
Kepler-1140,,,1,b
Kepler-1141,,,1,b
Kepler-1142,,,1,b
Kepler-1143,,,2,b
Kepler-1143,,,2,c
Kepler-1144,,,1,b
Kepler-1145,,,1,b
Kepler-1146,,,1,b
Kepler-1147,,,1,b
Kepler-1148,,,1,b
Kepler-1149,,,1,b
Kepler-1150,,,1,b
Kepler-1151,,,1,b
Kepler-1152,,,1,b
Kepler-1153,,,1,b
Kepler-1154,,,2,b
Kepler-1154,,,2,c
Kepler-1155,,,1,b
Kepler-1156,,,1,b
GJ 317,,,1,b
GJ 667 C,,,5,b
GJ 667 C,,,5,c
GJ 667 C,,,5,f
GJ 667 C,,,5,g
GJ 1214,,,1,b
GJ 3293,,,2,b
GJ 3293,,,2,c
GJ 3341,,,1,b
GJ 3634,,,1,b
Kepler-170,,,2,b
Kepler-170,,,2,c
Kepler-171,,,3,c
Kepler-171,,,3,d
Kepler-172,,,4,b
Kepler-172,,,4,c
Kepler-172,,,4,e
Kepler-173,,,2,b
Kepler-173,,,2,c
Kepler-174,,,3,c
Kepler-174,,,3,d
Kepler-175,,,2,b
Kepler-176,,,4,b
Kepler-176,,,4,c
Kepler-176,,,4,d
Kepler-177,,,2,c
Kepler-178,,,3,b
Kepler-178,,,3,c
Kepler-179,,,2,b
Kepler-179,,,2,c
Kepler-180,,,2,b
Kepler-180,,,2,c
Kepler-181,,,2,b
Kepler-181,,,2,c
Kepler-182,,,2,b
Kepler-182,,,2,c
GSC 06214-00210,,,1,b
HAT-P-3,,,1,b
HAT-P-5,,,1,b
HAT-P-6,,,1,b
HAT-P-8,,,1,b
HAT-P-9,,,1,b
HAT-P-12,,,1,b
HAT-P-13,,,2,b
HAT-P-14,,,1,b
HAT-P-15,,,1,b
HAT-P-16,,,1,b
HAT-P-17,,,2,b
HAT-P-18,,,1,b
BD+48 738,,,1,b
BD+49 828,,,1,b
CFBDSIR J145829+101343,,,1,b
CHXR 73,,,1,b
CoRoT-1,,,1,b
CoRoT-2,,,1,b
CoRoT-4,,,1,b
CoRoT-5,,,1,b
CoRoT-6,,,1,b
CoRoT-7,,,2,b
CoRoT-8,,,1,b
CoRoT-9,,,1,b
Kepler-183,,,2,b
Kepler-183,,,2,c
Kepler-184,,,3,b
Kepler-184,,,3,c
Kepler-184,,,3,d
Kepler-185,,,2,b
Kepler-185,,,2,c
Kepler-186,,,5,c
Kepler-186,,,5,d
Kepler-186,,,5,e
Kepler-187,,,2,b
Kepler-187,,,2,c
Kepler-188,,,2,b
Kepler-189,,,2,b
Kepler-189,,,2,c
Kepler-190,,,2,b
Kepler-190,,,2,c
Kepler-191,,,3,c
Kepler-192,,,3,b
Kepler-192,,,3,c
Kepler-193,,,2,c
Kepler-194,,,3,b
Kepler-194,,,3,c
Kepler-195,,,2,b
Kepler-195,,,2,c
Kepler-196,,,2,b
Kepler-18,,,3,c
Kepler-18,,,3,d
Kepler-19,,,2,b
Kepler-20,,,5,b
Kepler-20,,,5,c
Kepler-20,,,5,d
Kepler-20,,,5,f
CoRoT-10,,,1,b
CoRoT-12,,,1,b
CoRoT-13,,,1,b
CoRoT-14,,,1,b
CoRoT-16,,,1,b
CoRoT-18,,,1,b
CoRoT-19,,,1,b
CoRoT-22,,,1,b
CoRoT-23,,,1,b
CoRoT-24,,,2,c
CoRoT-25,,,1,b
CoRoT-27,,,1,b
CoRoT-28,,,1,b
CoRoT-29,,,1,b
HAT-P-19,,,1,b
HAT-P-21,,,1,b
HAT-P-22,HD 233731,,1,b
HAT-P-23,,,1,b
HAT-P-24,,,1,b
HAT-P-25,,,1,b
HAT-P-26,,,1,b
HAT-P-27,,,1,b
HAT-P-28,,,1,b
HAT-P-29,,,1,b
HAT-P-30,,,1,b
Kepler-197,,,4,b
Kepler-197,,,4,c
Kepler-197,,,4,d
Kepler-197,,,4,e
Kepler-198,,,3,c
Kepler-199,,,2,b
Kepler-199,,,2,c
Kepler-200,,,2,c
Kepler-201,,,2,b
Kepler-201,,,2,c
Kepler-203,,,3,b
Kepler-203,,,3,c
Kepler-203,,,3,d
Kepler-204,,,2,c
Kepler-205,,,2,b
Kepler-205,,,2,c
Kepler-206,,,3,c
Kepler-206,,,3,d
Kepler-207,,,3,b
Kepler-207,,,3,d
Kepler-208,,,4,b
Kepler-208,,,4,c
Kepler-208,,,4,e
Kepler-209,,,2,b
Kepler-209,,,2,c
Kepler-22,,,1,b
Kepler-23,,,3,b
Kepler-23,,,3,d
Kepler-24,,,4,b
Kepler-24,,,4,c
Kepler-24,,,4,e
Kepler-25,,,3,b
Kepler-25,,,3,c
Kepler-26,,,4,b
Kepler-26,,,4,e
Kepler-27,,,2,b
Kepler-27,,,2,c
Kepler-28,,,2,c
Kepler-29,,,2,b
Kepler-29,,,2,c
Kepler-30,,,3,c
Kepler-30,,,3,d
Kepler-31,,,3,b
Kepler-31,,,3,c
Kepler-32,,,5,b
Kepler-32,,,5,c
Kepler-32,,,5,d
Kepler-32,,,5,f
Kepler-33,,,5,b
Kepler-33,,,5,c
HAT-P-31,,,1,b
HAT-P-32,,,1,b
HAT-P-33,,,1,b
HAT-P-34,HD 351766,,1,b
Kepler-115,,,2,b
Kepler-115,,,2,c
Kepler-116,,,2,b
Kepler-117,,,2,b
Kepler-117,,,2,c
Kepler-118,,,2,b
Kepler-118,,,2,c
Kepler-119,,,2,c
Kepler-120,,,2,b
Kepler-120,,,2,c
Kepler-121,,,2,c
Kepler-122,,,5,b
Kepler-122,,,5,c
Kepler-122,,,5,e
Kepler-122,,,5,f
Kepler-123,,,2,b
Kepler-123,,,2,c
Kepler-124,,,3,c
Kepler-124,,,3,d
Kepler-125,,,2,b
Kepler-126,,,3,b
Kepler-126,,,3,c
Kepler-210,,,2,b
Kepler-211,,,2,b
Kepler-211,,,2,c
Kepler-212,,,2,b
Kepler-213,,,2,b
Kepler-213,,,2,c
HAT-P-36,,,1,b
HAT-P-37,,,1,b
HAT-P-38,,,1,b
HAT-P-39,,,1,b
HAT-P-40,,,1,b
HAT-P-41,,,1,b
HAT-P-42,,,1,b
HAT-P-43,,,1,b
HAT-P-44,,,2,b
HAT-P-44,,,2,c
HAT-P-45,,,1,b
HAT-P-46,,,1,b
HAT-P-54,,,1,b
HATS-2,,,1,b
HATS-3,,,1,b
HATS-5,,,1,b
HATS-6,,,1,b
K2-3,,,3,c
KELT-1,,,1,b
KELT-6,,,2,b
TrES-2,,,1,b
HAT-P-7,,,1,b
Kepler-5,,,1,b
Kepler-6,,,1,b
Kepler-7,,,1,b
Kepler-9,,,3,b
Kepler-9,,,3,c
Kepler-9,,,3,d
Kepler-10,,,2,c
Kepler-11,,,6,b
Kepler-11,,,6,c
Kepler-11,,,6,d
Kepler-126,,,3,d
Kepler-127,,,3,c
Kepler-127,,,3,d
Kepler-128,,,2,b
Kepler-129,,,2,b
Kepler-129,,,2,c
Kepler-130,,,3,b
Kepler-130,,,3,d
Kepler-131,,,2,b
Kepler-132,,,4,b
Kepler-132,,,4,d
Kepler-133,,,2,b
Kepler-133,,,2,c
Kepler-134,,,2,b
Kepler-135,,,2,b
Kepler-135,,,2,c
Kepler-136,,,2,b
Kepler-137,,,2,b
Kepler-137,,,2,c
Kepler-138,,,3,b
Kepler-138,,,3,d
Kepler-139,,,2,b
Kepler-139,,,2,c
Kepler-140,,,2,c
Kepler-141,,,2,b
Kepler-141,,,2,c
Kepler-11,,,6,f
Kepler-11,,,6,g
Kepler-12,,,1,b
KOI-13,,,1,b
Kepler-15,,,1,b
Kepler-16,,,1,b
Kepler-17,,,1,b
Kepler-33,,,5,d
Kepler-33,,,5,e
Kepler-33,,,5,f
Kepler-34,,,1,b
Kepler-35,,,1,b
Kepler-36,,,2,b
Kepler-36,,,2,c
Kepler-37,,,4,b
Kepler-37,,,4,c
Kepler-37,,,4,d
Kepler-38,,,1,b
Kepler-39,,,1,b
Kepler-41,,,1,b
Kepler-42,,,3,b
Kepler-42,,,3,c
Kepler-42,,,3,d
Kepler-44,,,1,b
Kepler-45,,,1,b
Kepler-142,,,3,c
Kepler-142,,,3,d
Kepler-143,,,2,b
Kepler-143,,,2,c
Kepler-144,,,2,b
Kepler-144,,,2,c
Kepler-145,,,2,b
Kepler-145,,,2,c
Kepler-146,,,2,b
Kepler-146,,,2,c
Kepler-147,,,2,b
Kepler-147,,,2,c
Kepler-148,,,3,b
Kepler-148,,,3,c
Kepler-149,,,3,b
Kepler-149,,,3,c
Kepler-149,,,3,d
Kepler-150,,,4,b
Kepler-150,,,4,d
Kepler-150,,,4,e
Kepler-151,,,2,b
Kepler-152,,,2,b
Kepler-152,,,2,c
Kepler-153,,,2,b
Kepler-153,,,2,c
Kepler-154,,,5,c
HD 10442,HD 10442,,1,b
Kepler-46,,,3,b
Kepler-46,,,3,d
Kepler-47,,,2,b
Kepler-47,,,2,c
Kepler-48,,,4,c
Kepler-48,,,4,d
Kepler-48,,,4,e
Kepler-49,,,4,b
Kepler-49,,,4,d
Kepler-49,,,4,e
Kepler-50,,,2,b
Kepler-51,,,3,b
Kepler-51,,,3,c
Kepler-51,,,3,d
Kepler-52,,,3,c
Kepler-52,,,3,d
Kepler-53,,,3,b
Kepler-53,,,3,d
Kepler-54,,,3,b
Kepler-54,,,3,c
Kepler-54,,,3,d
Kepler-55,,,5,c
Kepler-55,,,5,d
Kepler-55,,,5,e
Kepler-56,,,2,b
Kepler-56,,,2,c

